Romance,Thriller,Sci-Fi,Film-Noir,IMAX,Drama,Comedy,Animation,Mystery,Adventure,Fantasy,Musical,Western,Horror,Action,(no genres listed),Crime,Children,Documentary,War,ratings,arating,movie name
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732142857,2.196428571,Election (1999)
0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.772727273,2.318181818,eXistenZ (1999)
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.597674419,1.793023256,Entrapment (1999)
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.513333333,1.54,Idle Hands (1999)
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,Get Real (1998)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,"King of Masks, The (Bian Lian) (1996)"
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.8,"Winslow Boy, The (1999)"
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,Mildred Pierce (1945)
0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.575,1.725,Night of the Comet (1984)
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2,0.06,Chopping Mall (a.k.a. Killbots) (1986)
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.575,1.725,My Science Project (1985)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.576923077,1.730769231,Dick Tracy (1990)
0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0.624137931,1.872413793,"Mummy, The (1999)"
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,2.04,"Castle, The (1997)"
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.8,This Is My Father (1998)
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.627272727,1.881818182,William Shakespeare's A Midsummer Night's Dream (1999)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.06,Trippin' (1999)
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.85,2.55,After Life (Wandafuru raifu) (1998)
0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.5,0.15,Black Mask (Hak hap) (1996)
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.621428571,1.864285714,Star Wars: Episode I - The Phantom Menace (1999)
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.15,"Love Letter, The (1999)"
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.1,Besieged (a.k.a. L' Assedio) (1998)
0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.8,2.4,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)"
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.666666667,2,"Mummy, The (1932)"
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.666666667,2,"Mummy, The (1959)"
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1.875,Mommie Dearest (1981)
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.721311475,2.163934426,Superman (1978)
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.604081633,1.812244898,Superman II (1980)
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.45,0.135,Superman III (1983)
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.3375,0.10125,Superman IV: The Quest for Peace (1987)
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.666666667,2,Dracula (1931)
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.781818182,2.345454545,Frankenstein (1931)
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.06,Frankenstein Meets the Wolf Man (1943)
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6,1.8,"Curse of Frankenstein, The (1957)"
0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.72,2.16,"Wolf Man, The (1941)"
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.12,Howling II: Your Sister Is a Werewolf (1985)
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6,1.8,Tarantula (1955)
0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.668253968,2.004761905,"Rocky Horror Picture Show, The (1975)"
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4,0.12,It Came from Hollywood (1982)
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7,2.1,"Thing from Another World, The (1951)"
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.8,It Came from Outer Space (1953)
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.633333333,1.9,"War of the Worlds, The (1953)"
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.753846154,2.261538462,Invasion of the Body Snatchers (1956)
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.06,Earth vs. the Flying Saucers (1956)
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5875,1.7625,Swamp Thing (1982)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7,2.1,Pork Chop Hill (1959)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.72,2.16,Run Silent Run Deep (1958)
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691071429,2.073214286,Notting Hill (1999)
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591666667,1.775,"Thirteenth Floor, The (1999)"
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.45,0.135,"Loss of Sexual Innocence, The (1999)"
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633333333,1.9,Instinct (1999)
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.875,2.625,Buena Vista Social Club (1999)
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.8,Free Enterprise (1998)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,Limbo (1999)
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.639669421,1.919008264,Austin Powers: The Spy Who Shagged Me (1999)
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.805263158,2.415789474,"Red Violin, The (Violon rouge, Le) (1998)"
0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.691666667,2.075,Tarzan (1999)
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.586666667,1.76,"General's Daughter, The (1999)"
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,2.22,"Ideal Husband, An (1999)"
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733333333,2.2,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.8,2.4,Run Lola Run (Lola rennt) (1998)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.675,2.025,Trekkies (1997)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639583333,1.91875,Big Daddy (1999)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.12,"Boys, The (1998)"
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866666667,2.6,"Dinner Game, The (Dîner de cons, Le) (1998)"
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.1,My Son the Fanatic (1997)
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.12,Zone 39 (1997)
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.562264151,1.686792453,Arachnophobia (1990)
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.772368421,2.317105263,"South Park: Bigger, Longer and Uncut (1999)"
0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.441509434,0.13245283,Wild Wild West (1999)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,2.04,Summer of Sam (1999)
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675728155,2.027184466,American Pie (1999)
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654545455,1.963636364,Arlington Road (1999)
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,"Autumn Tale, An (Conte d'automne) (1998)"
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.633333333,1.9,Muppets From Space (1999)
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.559375,1.678125,"Blair Witch Project, The (1999)"
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.69245283,2.077358491,Eyes Wide Shut (1999)
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.533333333,1.6,Lake Placid (1999)
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.755,2.265,Ghostbusters (a.k.a. Ghost Busters) (1984)
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6,1.8,Ghostbusters II (1989)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,1.92,Drop Dead Gorgeous (1999)
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.423076923,0.126923077,"Haunting, The (1999)"
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0.419047619,0.125714286,Inspector Gadget (1999)
0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.555172414,1.665517241,Deep Blue Sea (1999)
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.617948718,1.853846154,Mystery Men (1999)
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566666667,1.7,Runaway Bride (1999)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.12,Twin Falls Idaho (1999)
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.811111111,2.433333333,"Killing, The (1956)"
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6,1.8,Killer's Kiss (1955)
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.715384615,2.146153846,Spartacus (1960)
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.1,Lolita (1962)
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.742857143,2.228571429,Barry Lyndon (1975)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8,2.4,"400 Blows, The (Les quatre cents coups) (1959)"
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,2.7,Jules and Jim (Jules et Jim) (1961)
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4,0.12,Vibes (1988)
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.65,1.95,"Mosquito Coast, The (1986)"
0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0.54375,1.63125,"Golden Child, The (1986)"
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,2.16,Brighton Beach Memoirs (1986)
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8,2.4,Assassination (1987)
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,Crimes of the Heart (1986)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783333333,2.35,"Color Purple, The (1985)"
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.06,"Kindred, The (1986)"
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.4,0.12,No Mercy (1986)
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.06,Ménage (Tenue de soirée) (1986)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.8,Native Son (1986)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,Otello (1986)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.1,"Mission, The (1986)"
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.666666667,2,Little Shop of Horrors (1986)
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6,1.8,"Little Shop of Horrors, The (1960)"
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.366666667,0.11,Allan Quatermain and the Lost City of Gold (1987)
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,"Morning After, The (1986)"
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628571429,1.885714286,Radio Days (1987)
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,From the Hip (1987)
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5625,1.6875,Outrageous Fortune (1987)
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.06,Deadtime Stories (1987)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.1,Frances (1982)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.1,Dick (1999)
0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.81025641,2.430769231,"Iron Giant, The (1999)"
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.77877095,2.336312849,"Sixth Sense, The (1999)"
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.729166667,2.1875,"Thomas Crown Affair, The (1999)"
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8,2.4,"Thomas Crown Affair, The (1968)"
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.1,"Acid House, The (1998)"
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,1.95,"Adventures of Sebastian Cole, The (1998)"
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.68,2.04,"Yards, The (2000)"
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592105263,1.776315789,Bowfinger (1999)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,1.95,Brokedown Palace (1999)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,1.71,Detroit Rock City (1999)
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.8,Better Than Chocolate (1999)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.06,Head On (1998)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653846154,1.961538462,Heaven Can Wait (1978)
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.666666667,2,Pit and the Pendulum (1961)
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.65,1.95,"Masque of the Red Death, The (1964)"
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.105,Haunted Honeymoon (1986)
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.483333333,0.145,Cat's Eye (1985)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810714286,2.432142857,Monty Python's And Now for Something Completely Different (1971)
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.575,1.725,Damien: Omen II (1978)
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.12,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)"
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771264368,2.313793103,Airplane! (1980)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636842105,1.910526316,Airplane II: The Sequel (1982)
1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.46,0.138,"American Werewolf in Paris, An (1997)"
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.526666667,1.58,European Vacation (aka National Lampoon's European Vacation) (1985)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730769231,2.192307692,National Lampoon's Vacation (1983)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518181818,1.554545455,Funny Farm (1988)
1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.743956044,2.231868132,Big (1988)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.316666667,0.095,Problem Child (1990)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2625,0.07875,Problem Child 2 (1991)
0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0.5,0.15,Little Nemo: Adventures in Slumberland (1992)
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,2.7,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997)
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.607692308,1.823076923,Tequila Sunrise (1988)
1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.584615385,1.753846154,"Pelican Brief, The (1993)"
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.794545455,2.383636364,"Christmas Story, A (1983)"
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.8,Mickey Blue Eyes (1999)
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466666667,0.14,Teaching Mrs. Tingle (1999)
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.525,1.575,Universal Soldier: The Return (1999)
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.441176471,0.132352941,Universal Soldier (1992)
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.84,2.52,Perfect Blue (1997)
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,1.8,In Too Deep (1999)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.06,"Source, The (1999)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.457142857,0.137142857,Iron Eagle (1986)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.333333333,0.1,Iron Eagle II (1988)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.12,Aces: Iron Eagle III (1992)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.2,0.06,Iron Eagle IV (1995)
1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.75,2.25,Three Days of the Condor (3 Days of the Condor) (1975)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,Hamlet (1964)
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.627272727,1.881818182,Medicine Man (1992)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,On the Ropes (1999)
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.580769231,1.742307692,"13th Warrior, The (1999)"
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.454545455,0.136363636,"Astronaut's Wife, The (1999)"
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3,0.09,Dudley Do-Right (1999)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.614285714,1.842857143,"Muse, The (1999)"
0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.2,0.06,Chill Factor (1999)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.1,Outside Providence (1999)
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.8,Bedrooms & Hallways (1998)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,West Beirut (West Beyrouth) (1998)
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573913043,1.72173913,Stigmata (1999)
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.705555556,2.116666667,Stir of Echoes (1999)
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788888889,2.366666667,"Black Cat, White Cat (Crna macka, beli macor) (1998)"
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.533333333,1.6,"Minus Man, The (1999)"
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.771428571,2.314285714,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)"
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6,1.8,Only Angels Have Wings (1939)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)"
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.65,1.95,Saturn 3 (1980)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,"Soldier's Story, A (1984)"
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.8,I Saw What You Did (1965)
0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.657142857,1.971428571,Yellow Submarine (1968)
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81127451,2.433823529,American Beauty (1999)
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.771428571,2.314285714,Stop Making Sense (1984)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522222222,1.566666667,Blue Streak (1999)
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675,2.025,For Love of the Game (1999)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.06,Caligula (1979)
0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.694736842,2.084210526,"Hard Day's Night, A (1964)"
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,Sugar Town (1999)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,2.16,"Buddy Holly Story, The (1978)"
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.716666667,2.15,Fright Night (1985)
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.12,Fright Night Part II (1988)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6625,1.9875,Barefoot in the Park (1967)
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.78,2.34,Deliverance (1972)
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.728,2.184,Excalibur (1981)
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.733333333,2.2,"Pajama Game, The (1957)"
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.59,1.77,Sommersby (1993)
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.4,0.12,Thumbelina (1994)
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6,1.8,Tommy (1975)
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.12,Hell Night (1981)
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.642857143,1.928571429,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991)
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.616666667,1.85,Armour of God (Long xiong hu di) (1987)
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.605263158,1.815789474,Double Jeopardy (1999)
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.12,Jakob the Liar (1999)
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,1.92,Mumford (1999)
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.12,Dog Park (1998)
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.12,Guinevere (1999)
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3,0.09,"Adventures of Elmo in Grouchland, The (1999)"
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0.06,Simon Sez (1999)
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.126,Drive Me Crazy (1999)
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,2.25,"Mystery, Alaska (1999)"
0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.742222222,2.226666667,Three Kings (1999)
