,War,Comedy,Documentary,IMAX,Children,Crime,Horror,(no genres listed),Sci-Fi,Animation,Musical,Adventure,Western,Thriller,Drama,Romance,Action,Mystery,Fantasy,Film-Noir,movie name
1699,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fiendish Plot of Dr. Fu Manchu, The (1980)"
1700,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Them! (1954)
1701,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,"Thing, The (1982)"
1702,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Player, The (1992)"
1703,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Stardust Memories (1980)
1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,Edward Scissorhands (1990)
1705,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Overnight Delivery (1998)
1706,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,Antz (1998)
1707,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Impostors, The (1998)"
1708,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Night at the Roxbury, A (1998)"
1709,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,What Dreams May Come (1998)
1710,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Strangeland (1998)
1711,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Producers, The (1968)"
1712,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,History of the World: Part I (1981)
1713,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,My Cousin Vinny (1992)
1714,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Nashville (1975)
1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Love Is the Devil (1998)
1716,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holy Man (1998)
1717,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,One Tough Cop (1998)
1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Mighty, The (1998)"
1719,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010: The Year We Make Contact (1984)
1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Children of a Lesser God (1986)
1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Elephant Man, The (1980)"
1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Beloved (1998)
1723,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Bride of Chucky (Child's Play 4) (1998)
1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,Practical Magic (1998)
1725,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Happiness (1998)
1726,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Apt Pupil (1998)
1727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Pleasantville (1998)
1728,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Soldier (1998)
1729,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cruise, The (1998)"
1730,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Life Is Beautiful (La Vita è bella) (1997)
1731,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orgazmo (1997)
1732,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,Tales from the Darkside: The Movie (1990)
1733,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Vampires (1998)
1734,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,American History X (1998)
1735,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hands on a Hard Body (1996)
1736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Living Out Loud (1998)
1737,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Belly (1998)
1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Gods and Monsters (1998)
1739,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Siege, The (1998)"
1740,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waterboy, The (1998)"
1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Elizabeth (1998)
1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Velvet Goldmine (1998)
1743,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,I Still Know What You Did Last Summer (1998)
1744,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,I'll Be Home For Christmas (1998)
1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Meet Joe Black (1998)
1746,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Hard Core Logo (1996)
1747,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,Runaway Train (1985)
1748,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,"Stepford Wives, The (1975)"
1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Pope of Greenwich Village, The (1984)"
1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sid and Nancy (1986)
1751,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Mona Lisa (1986)
1752,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Heart Condition (1990)
1753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Nights of Cabiria (Notti di Cabiria, Le) (1957)"
1754,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Big Chill, The (1983)"
1755,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Enemy of the State (1998)
1756,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Rugrats Movie, The (1998)"
1757,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"Bug's Life, A (1998)"
1758,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Celebrity (1998)
1759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Central Station (Central do Brasil) (1998)
1760,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Savior (1998)
1761,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Waking Ned Devine (a.k.a. Waking Ned) (1998)
1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Celebration, The (Festen) (1998)"
1763,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pink Flamingos (1972)
1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Glen or Glenda (1953)
1765,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Godzilla (Gojira) (1954)
1766,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)"
1767,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962)
1768,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,King Kong (1933)
1769,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,King Kong (1976)
1770,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,King Kong Lives (1986)
1771,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Desperately Seeking Susan (1985)
1772,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,"Emerald Forest, The (1985)"
1773,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fletch (1985)
1774,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fletch Lives (1989)
1775,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,Red Sonja (1985)
1776,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Gung Ho (1986)
1777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Money Pit, The (1986)"
1778,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,"View to a Kill, A (1985)"
1779,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Lifeforce (1985)
1780,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police Academy (1984)
1781,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police Academy 2: Their First Assignment (1985)
1782,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police Academy 3: Back in Training (1986)
1783,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police Academy 4: Citizens on Patrol (1987)
1784,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police Academy 5: Assignment: Miami Beach (1988)
1785,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police Academy 6: City Under Siege (1989)
1786,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Babe: Pig in the City (1998)
1787,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Home Fries (1998)
1788,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Bad Things (1998)
1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Steam: The Turkish Bath (Hamam) (1997)
1790,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Psycho (1998)
1791,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Little Voice (1998)
1792,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"Simple Plan, A (1998)"
1793,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Jack Frost (1998)
1794,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,Star Trek: Insurrection (1998)
1795,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Prince of Egypt, The (1998)"
1796,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Rushmore (1998)
1797,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Shakespeare in Love (1998)
1798,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Miracle on 34th Street (1947)
1799,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Santa Claus: The Movie (1985)
1800,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Prancer (1989)
1801,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pale Rider (1985)
1802,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,Rambo: First Blood Part II (1985)
1803,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,First Blood (Rambo: First Blood) (1982)
1804,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,Rambo III (1988)
1805,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"Jewel of the Nile, The (1985)"
1806,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Romancing the Stone (1984)
1807,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Cocoon (1985)
1808,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Cocoon: The Return (1988)
1809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Rocky II (1979)
1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Rocky III (1982)
1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Rocky IV (1985)
1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Rocky V (1990)
1813,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Clue (1985)
1814,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,Young Sherlock Holmes (1985)
1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Violets Are Blue... (1986)
1816,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Back to School (1986)
1817,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Heartburn (1986)
1818,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nothing in Common (1986)
1819,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Extremities (1986)
1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Karate Kid, The (1984)"
1821,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,"Karate Kid, Part II, The (1986)"
1822,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,"Karate Kid, Part III, The (1989)"
1823,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christmas Vacation (National Lampoon's Christmas Vacation) (1989)
1824,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,You've Got Mail (1998)
1825,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"General, The (1998)"
1826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"Thin Red Line, The (1998)"
1827,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Faculty, The (1998)"
1828,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,Mighty Joe Young (1998)
1829,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Mighty Joe Young (1949)
1830,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Patch Adams (1998)
1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Stepmom (1998)
1832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Civil Action, A (1998)"
1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Hurlyburly (1998)
1834,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Tea with Mussolini (1999)
1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Affliction (1997)
1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Hilary and Jackie (1998)
1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Playing by Heart (1998)
1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,At First Sight (1999)
1839,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,In Dreams (1999)
1840,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Varsity Blues (1999)
1841,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Virus (1999)
1842,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Howard the Duck (1986)
1843,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gate, The (1987)"
1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Boy Who Could Fly, The (1986)"
1845,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,"Fly, The (1958)"
1846,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,"Fly, The (1986)"
1847,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Fly II, The (1989)"
1848,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Running Scared (1986)
1849,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Armed and Dangerous (1986)
1850,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Texas Chainsaw Massacre, The (1974)"
1851,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Texas Chainsaw Massacre 2, The (1986)"
1852,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994)
1853,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ruthless People (1986)
1854,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Deadly Friend (1986)
1855,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,"Name of the Rose, The (Name der Rose, Der) (1986)"
1856,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,Jumpin' Jack Flash (1986)
1857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Peggy Sue Got Married (1986)
1858,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Crocodile Dundee (1986)
1859,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Crocodile Dundee II (1988)
1860,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tough Guys (1986)
1861,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soul Man (1986)
1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Color of Money, The (1986)"
1863,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,52 Pick-Up (1986)
1864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Heartbreak Ridge (1986)
1865,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Firewalker (1986)
1866,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,¡Three Amigos! (1986)
1867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,My Name Is Joe (1998)
1868,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Still Crazy (1998)
1869,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"Day of the Beast, The (Día de la Bestia, El) (1995)"
1870,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,She's All That (1999)
1871,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Peeping Tom (1960)
1872,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Payback (1999)
1873,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Simply Irresistible (1999)
1874,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20 Dates (1998)
1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Harmonists, The (1997)"
1876,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Last Days, The (1998)"
1877,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Fantastic Planet, The (Planète sauvage, La) (1973)"
1878,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Blast from the Past (1999)
1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Message in a Bottle (1999)
1880,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,My Favorite Martian (1999)
1881,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jawbreaker (1999)
1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,October Sky (1999)
1883,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Office Space (1999)
1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Apple, The (Sib) (1998)"
1885,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200 Cigarettes (1999)
1886,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,8MM (1999)
1887,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Other Sister, The (1999)"
1888,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Long Goodbye, The (1973)"
1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Ballad of Narayama, The (Narayama bushiko) (1983)"
1890,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pet Sematary (1989)
1891,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pet Sematary II (1992)
1892,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Children of the Corn II: The Final Sacrifice (1993)
1893,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Children of the Corn III (1994)
1894,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Christine (1983)
1895,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Night Shift (1982)
1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Airport (1970)
1897,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Airport 1975 (1974)
1898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Airport '77 (1977)
1899,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Rollercoaster (1977)
1900,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,"Towering Inferno, The (1974)"
1901,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Alligator (1980)
1902,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Meteor (1979)
1903,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,Westworld (1973)
1904,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Logan's Run (1976)
1905,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Planet of the Apes (1968)
1906,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Beneath the Planet of the Apes (1970)
1907,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Battle for the Planet of the Apes (1973)
1908,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Conquest of the Planet of the Apes (1972)
1909,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Escape from the Planet of the Apes (1971)
1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Avalanche (1978)
1911,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Earthquake (1974)
1912,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Beyond the Poseidon Adventure (1979)
1913,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dancemaker (1998)
1914,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Analyze This (1999)
1915,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"Corruptor, The (1999)"
1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cruel Intentions (1999)
1917,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Lock, Stock & Two Smoking Barrels (1998)"
1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"School of Flesh, The (École de la chair, L') (1998)"
1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Deep End of the Ocean, The (1999)"
1920,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rage: Carrie 2, The (1999)"
1921,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Wing Commander (1999)
1922,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Haunting, The (1963)"
1923,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Dead Ringers (1988)
1924,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,My Boyfriend's Back (1993)
1925,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Village of the Damned (1960)
1926,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Children of the Damned (1963)
1927,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baby Geniuses (1999)
1928,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,I Stand Alone (Seul contre tous) (1998)
1929,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Forces of Nature (1999)
1930,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"King and I, The (1999)"
1931,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Ravenous (1999)
1932,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True Crime (1999)
1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Dangerous Beauty (1998)
1934,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"King and I, The (1956)"
1935,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Doug's 1st Movie (1999)
1936,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDtv (1999)
1937,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Mod Squad, The (1999)"
1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Walk on the Moon, A (1999)"
1939,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,"Matrix, The (1999)"
1940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10 Things I Hate About You (1999)
1941,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Tango (1998)
